X,Y,Comuna,Interseccion,Numero,Fallecidos
-70.7563398887213,-33.46032754721975,PUDAHUEL,1,0,0
-70.73783930345391,-33.46285170628591,PUDAHUEL,1,0,0
-70.75839665388402,-33.44313713843582,PUDAHUEL,1,0,0
-70.75450526685017,-33.43017369403075,PUDAHUEL,0,8950,0
-70.7516299088871,-33.46032755878944,PUDAHUEL,0,8424,0
-70.75150903061711,-33.45751432902291,PUDAHUEL,1,0,0
-70.76949119166511,-33.380831750684706,PUDAHUEL,0,100,0
-70.74518228588752,-33.457005300647445,PUDAHUEL,1,0,0
-70.74051036810845,-33.44186549267108,PUDAHUEL,1,0,0
-70.6468666,-33.3893904,RECOLETA,0,24,0
-70.6396053002444,-33.42294209989798,RECOLETA,0,125,0
-70.64369527751501,-33.41596284730755,RECOLETA,1,0,0
-70.6343847,-33.40147390000001,RECOLETA,0,181,0
-70.64823483786766,-33.43196964499182,RECOLETA,1,0,0
-70.64676557985912,-33.42874035439418,RECOLETA,1,0,0
-70.64359651165496,-33.41401495024043,RECOLETA,1,0,0
-70.6433444798638,-33.40946313751375,RECOLETA,1,0,0
-70.64267374442466,-33.39536375277197,RECOLETA,1,0,0
-70.64163164908132,-33.401100836434416,RECOLETA,0,555,0
-70.65184722473629,-33.396639791072445,RECOLETA,1,0,0
-70.68209029275071,-33.56577818012488,EL BOSQUE,1,0,0
-70.6918319,-33.576437400000025,EL BOSQUE,0,52,0
-70.67455940232297,-33.58281008097571,EL BOSQUE,0,884,0
-70.6749683,-33.5679332,EL BOSQUE,1,0,0
-70.66489570657154,-33.55591877233342,EL BOSQUE,1,0,0
-70.6886864114824,-33.551625636384,EL BOSQUE,1,0,0
-70.66333767069693,-33.57554730336535,EL BOSQUE,0,13247,0
-70.6792363004148,-33.569463600164845,EL BOSQUE,0,523,0
-70.6664688,-33.5523823,EL BOSQUE,0,540,0
-70.66145509123395,-33.556512217387244,EL BOSQUE,0,10181,0
-70.68000696895258,-33.56060848862995,EL BOSQUE,1,0,0
-70.74980110404309,-33.35447979615318,QUILICURA,1,0,0
-70.743056,-33.3692047,QUILICURA,1,0,0
-70.74638399783036,-33.36044676740542,QUILICURA,1,0,0
-70.72215893802375,-33.36773600749045,QUILICURA,1,0,0
-70.71806640663931,-33.33942518752235,QUILICURA,1,0,0
-70.72072423333972,-33.35457053669256,QUILICURA,1,0,0
-70.71874296571525,-33.357035713627226,QUILICURA,0,167,0
-70.7208523372654,-33.35750878849961,QUILICURA,1,0,0
-70.72120732572341,-33.36426708489721,QUILICURA,1,0,0
-70.72077165458802,-33.354600718248385,QUILICURA,1,0,0
-70.59037615761181,-33.394512043239295,VITACURA,1,0,0
-70.54892991838096,-33.38824204563384,VITACURA,1,0,0
-70.56333950641306,-33.38620796532529,VITACURA,1,0,0
-70.58683480523392,-33.403837344545245,VITACURA,1,0,0
-70.5714338,-33.39006250000001,VITACURA,0,6256,0
-70.59487217925324,-33.403774760533445,VITACURA,0,1491,0
-70.59400447881283,-33.40195076132587,VITACURA,1,0,0
-70.59522703799735,-33.397194970171725,VITACURA,1,0,0
-70.56933828123664,-33.38682061857662,VITACURA,0,1774,0
-70.5774815794112,-33.38833127726651,VITACURA,1,0,0
-70.68264767804777,-33.45351984356574,ESTACION CENTRAL,1,0,0
-70.68386880809896,-33.45567597716457,ESTACION CENTRAL,0,315,0
-70.68693544591406,-33.45551108017218,ESTACION CENTRAL,1,0,0
-70.72187395562867,-33.473027162823904,ESTACION CENTRAL,1,0,0
-70.67899256500596,-33.450718435096974,ESTACION CENTRAL,1,0,0
-70.7055005,-33.45952110000002,ESTACION CENTRAL,0,229,0
-70.71058405377359,-33.46690692021033,ESTACION CENTRAL,1,0,0
-70.72184472115691,-33.46780631261115,ESTACION CENTRAL,1,0,0
-70.68939377240463,-33.45372169909712,ESTACION CENTRAL,0,3920,0
-70.69160500027039,-33.455307599565906,ESTACION CENTRAL,0,76,0
-70.59970689948605,-33.49131947977164,MACUL,1,0,0
-70.60602613860861,-33.48195066676472,MACUL,1,0,0
-70.59068100912123,-33.49139598403741,MACUL,1,0,0
-70.60780743713318,-33.49068655304477,MACUL,1,0,0
-70.6078074328666,-33.49068655114325,MACUL,1,0,0
-70.60426493983587,-33.4739832779128,MACUL,1,0,0
-70.59906038654167,-33.47946152548227,MACUL,1,0,0
-70.59645469442859,-33.50502860098907,MACUL,1,0,0
-70.74141226496438,-33.418360665212056,CERRO NAVIA,1,0,0
-70.74044957802496,-33.42739229885222,CERRO NAVIA,1,0,0
-70.7367024,-33.4134918,CERRO NAVIA,0,7251,0
-70.71950452169033,-33.427707145910105,CERRO NAVIA,1,0,0
-70.7544439,-33.427852,CERRO NAVIA,0,8865,0
-70.72556463370086,-33.429313938687294,CERRO NAVIA,1,0,0
-70.75271034420798,-33.4188381812598,CERRO NAVIA,1,0,0
-70.75203538040431,-33.42185435828967,CERRO NAVIA,1,0,0
-70.63449661322795,-33.58536298081673,LA PINTANA,1,0,0
-70.6255754412036,-33.5950599883089,LA PINTANA,0,2669,0
-70.64588468625405,-33.58446350246478,LA PINTANA,1,0,0
-70.65457926502103,-33.55502074261313,LA PINTANA,1,0,0
-70.63754339491169,-33.56298485266876,LA PINTANA,1,0,0
-70.61108868759283,-33.55975136363448,LA PINTANA,1,0,0
-70.62712887150019,-33.60006039597044,LA PINTANA,1,0,0
-70.64959582838463,-33.58674137531404,LA PINTANA,1,0,0
-70.6273988686628,-33.546890514285735,LA GRANJA,1,0,0
-70.62504451935038,-33.550556668908165,LA GRANJA,1,0,0
-70.61946700957498,-33.52702378608046,LA GRANJA,1,0,0
-70.6250416259702,-33.55056031390734,LA GRANJA,1,0,0
-70.62148690989284,-33.53561872922081,LA GRANJA,1,0,0
-70.63387390027845,-33.542699492189904,LA GRANJA,1,0,0
-70.6337559,-33.5372,LA GRANJA,1,0,0
-70.62353737854716,-33.51938891696488,LA GRANJA,1,0,0
-70.70801178831334,-33.59592189218154,SAN BERNARDO,1,0,0
-70.69964985074826,-33.59279602130718,SAN BERNARDO,1,0,0
-70.70643368257102,-33.56299742298883,SAN BERNARDO,1,0,0
-70.70627883430075,-33.59615199631752,SAN BERNARDO,0,583,0
-70.68293505567452,-33.581607758517855,SAN BERNARDO,0,584,0
-70.68013319429144,-33.595600234363296,SAN BERNARDO,1,0,0
-70.6708442794982,-33.583737562398795,SAN BERNARDO,1,0,0
-70.7017249003838,-33.58262209992996,SAN BERNARDO,0,300,0
-70.63385489457659,-33.55399383616585,SAN RAMON,1,0,0
-70.63476653269312,-33.534163051915655,SAN RAMON,1,0,0
-70.6427603084446,-33.54263208922097,SAN RAMON,1,0,0
-70.65068758664957,-33.5555741174298,SAN RAMON,1,0,0
-70.63545873583183,-33.53970054334523,SAN RAMON,1,0,0
-70.65083714192673,-33.55041376577526,SAN RAMON,1,0,0
-70.6355784607772,-33.52816024949579,SAN RAMON,1,0,0
-70.57481633120156,-33.43122162515085,LA REINA,1,0,0
-70.5398708477304,-33.463002520119126,LA REINA,0,8588,0
-70.54095565138215,-33.458448940466226,LA REINA,1,0,0
-70.53279738047303,-33.435511149721194,LA REINA,1,0,0
-70.56035113668712,-33.452361853588364,LA REINA,1,0,0
-70.56035113299833,-33.45236185851293,LA REINA,1,0,0
-70.54691976723342,-33.45043490364781,LA REINA,0,5922,0
-70.5397093,-33.353435,LO BARNECHEA,0,2396,0
-70.50849092567397,-33.362526648482685,LO BARNECHEA,1,0,0
-70.52510367886089,-33.340354348851136,LO BARNECHEA,0,12099,0
-70.50938474807143,-33.359692953547686,LO BARNECHEA,1,0,0
-70.54298949966551,-33.32860470024656,LO BARNECHEA,0,4900,0
-70.50543208631218,-33.361093752856895,LO BARNECHEA,1,0,0
-70.6696422,-33.4799219,PEDRO AGUIRRE CERDA,0,2657,0
-70.68151141076733,-33.49751237330624,PEDRO AGUIRRE CERDA,1,0,0
-70.65812738761198,-33.48272841596852,PEDRO AGUIRRE CERDA,1,0,0
-70.68827037437813,-33.498491393962524,PEDRO AGUIRRE CERDA,1,0,0
-70.67542100037872,-33.49233779994933,PEDRO AGUIRRE CERDA,0,4910,0
-70.67538475603723,-33.480777295303405,PEDRO AGUIRRE CERDA,0,3491,0
-70.74623920093526,-33.4103802951362,RENCA,1,0,0
-70.7470618,-33.4091707,RENCA,0,998,0
-70.68121259272641,-33.40630067693996,RENCA,0,2980,0
-70.68055299962106,-33.40726989968597,RENCA,0,1780,0
-70.68084404510832,-33.405363992266416,RENCA,0,2250,0
-70.72778667825577,-33.40649895127763,RENCA,1,0,0
-70.62842942587594,-33.51465953716355,SAN JOAQUIN,1,0,0
-70.6350545,-33.50720020000002,SAN JOAQUIN,0,440,0
-70.63006210692836,-33.495966758687814,SAN JOAQUIN,1,0,0
-70.62100165010594,-33.50783098740999,SAN JOAQUIN,1,0,0
-70.62904139724806,-33.496162110798046,SAN JOAQUIN,0,216,0
-70.63918373318606,-33.49960240794299,SAN JOAQUIN,1,0,0
-70.65596380008913,-33.52301229987756,LA CISTERNA,0,367,0
-70.66056494564769,-33.52346126004024,LA CISTERNA,1,0,0
-70.6591919705881,-33.54553748468097,LA CISTERNA,0,9342,0
-70.6534676,-33.5448391,LA CISTERNA,0,1103,0
-70.6683597151434,-33.52402635056811,LA CISTERNA,1,0,0
-70.6639283511989,-33.520134397891155,LA CISTERNA,0,7086,0
-70.72293832992678,-33.45177475284739,LO PRADO,1,0,0
-70.72316087727636,-33.448456605111524,LO PRADO,1,0,0
-70.73367229615266,-33.444618032406694,LO PRADO,1,0,0
-70.7186801798338,-33.446370225611986,LO PRADO,0,6052,0
-70.70733160550874,-33.44151160952781,LO PRADO,1,0,0
-70.71170049977809,-33.441533899669594,LO PRADO,0,5560,0
-70.67138653101703,-33.39628790899979,CONCHALI,1,0,0
-70.6719641459189,-33.3841685742778,CONCHALI,1,0,0
-70.66251881971728,-33.38397983815126,CONCHALI,1,0,0
-70.67435587223615,-33.39695129511075,CONCHALI,1,0,0
-70.67029677645252,-33.38389793892292,CONCHALI,1,0,0
-70.6584755977823,-33.41768222208943,INDEPENDENCIA,1,0,0
-70.66086530039314,-33.4096677000042,INDEPENDENCIA,0,1238,0
-70.66018122208567,-33.40884295423888,INDEPENDENCIA,1,0,0
-70.6512773,-33.42402490000002,INDEPENDENCIA,0,570,0
-70.65272917681786,-33.41755501332557,INDEPENDENCIA,1,0,0
-70.63125146415658,-33.37038026889342,HUECHURABA,1,0,0
-70.7265173,-33.5054758,HUECHURABA,1,0,0
-70.68548254272125,-33.36013231382228,HUECHURABA,1,0,0
-70.63343585338441,-33.37511324319048,HUECHURABA,0,496,0
-70.6408228,-33.3726832,HUECHURABA,1,0,0
-70.68102203383961,-33.52056884547569,LO ESPEJO,1,0,0
-70.69566338141003,-33.519525196724665,LO ESPEJO,1,0,0
-70.69195588197876,-33.529279351789064,LO ESPEJO,1,0,0
-70.6986273,-33.5107425,LO ESPEJO,0,7322,0
-70.67514145421461,-33.1987888453288,COLINA,1,0,0
-70.6728647,-33.2007245,COLINA,0,109,0
-70.7008503,-33.3077688,COLINA,0,7200,0
-70.64813700032215,-33.47914299994931,SAN MIGUEL,0,2660,0
-70.64654381714331,-33.51104723194403,SAN MIGUEL,1,0,0
-70.65678330010917,-33.50979170012681,SAN MIGUEL,0,6001,0
-70.69092070792419,-33.479670506288706,CERRILLOS,1,0,0
-70.7449985,-33.5102147,CERRILLOS,1,0,0
-70.87045770006267,-33.28281899989679,LAMPA,0,1370,0
-70.71476118318202,-33.62195745247443,SAN BERNARDO,0,12489,2
-70.71057055468731,-33.601829359737096,SAN BERNARDO,1,0,2
-70.68726670399514,-33.590047316430464,SAN BERNARDO,1,0,2
-70.6789710201964,-33.59095651393192,SAN BERNARDO,1,0,2
-70.77822675186309,-33.54228541344104,MAIPU,1,0,2
-70.77554592140712,-33.50934619397161,MAIPU,1,0,2
-70.67498790037126,-33.554025399952195,EL BOSQUE,0,10375,2
-70.72836579974182,-33.51173429959822,MAIPU,0,1490,2
-70.69087373903182,-33.51543273813031,LO ESPEJO,1,0,2
-70.68286130570465,-33.50626646022893,PEDRO AGUIRRE CERDA,1,0,2
-70.67670451999754,-33.50510672329659,PEDRO AGUIRRE CERDA,0,5065,2
-70.68502099162544,-33.487383766647504,PEDRO AGUIRRE CERDA,1,0,2
-70.66815276054143,-33.50404880041175,PEDRO AGUIRRE CERDA,1,0,2
-70.66401002814024,-33.57963988147533,EL BOSQUE,1,0,2
-70.64243019040094,-33.58553747357551,LA PINTANA,1,0,2
-70.62279900007377,-33.59090979954756,LA PINTANA,1,0,2
-70.63155550728078,-33.58575926887511,LA PINTANA,1,0,2
-70.63013493997545,-33.569740364726,LA PINTANA,0,11610,2
-70.62994973179464,-33.57350676142784,LA PINTANA,0,11615,2
-70.62948419414022,-33.577143704318466,LA PINTANA,1,0,2
-70.58432929625997,-33.608317506947344,PUENTE ALTO,1,0,2
-70.57766535227415,-33.600460428805725,PUENTE ALTO,1,0,2
-70.6028599700116,-33.582124556303185,PUENTE ALTO,1,0,2
-70.58692219999949,-33.5862864001972,PUENTE ALTO,0,1844,2
-70.58012438383321,-33.58940470945975,PUENTE ALTO,1,0,2
-70.58380818769768,-33.57948314403184,PUENTE ALTO,0,67,2
-70.58406574273982,-33.56886936323047,PUENTE ALTO,1,0,2
-70.58371776806052,-33.568845823475975,PUENTE ALTO,1,0,2
-70.5838638395445,-33.56802849801671,PUENTE ALTO,0,3459,2
-70.57911380126086,-33.592169541990685,PUENTE ALTO,1,0,2
-70.56464158624016,-33.57609359114628,PUENTE ALTO,1,0,2
-70.6633798677866,-33.53399920489933,LA CISTERNA,1,0,2
-70.63072505891432,-33.56089572485775,LA PINTANA,0,10934,2
-70.63072130514405,-33.55977880644672,LA PINTANA,1,0,2
-70.63336639923989,-33.54697197667537,LA GRANJA,0,9413,2
-70.63324094381449,-33.547655596328646,LA GRANJA,0,9478,2
-70.62061115458107,-33.53784508907955,LA GRANJA,1,0,2
-70.64274219759432,-33.396988428273296,RECOLETA,1,0,2
-70.64143372898337,-33.385389785510135,RECOLETA,0,1884,2
-70.64089390822727,-33.38324454090282,RECOLETA,1,0,2
-70.58888180025485,-33.41520800044886,LAS CONDES,0,3990,2
-70.5878204545503,-33.39879723380523,VITACURA,1,0,2
-70.58710159406326,-33.40876752899825,LAS CONDES,0,22,2
-70.56290730932483,-33.47196876084957,PEÑALOLEN,1,0,2
-70.54751176485604,-33.475106317402606,PEÑALOLEN,1,0,2
-70.53044728821175,-33.47834102681692,PEÑALOLEN,1,0,2
-70.52439193344094,-33.479675484036285,PEÑALOLEN,1,0,2
-70.56040252925328,-33.41240109043791,LAS CONDES,1,0,2
-70.54618457415876,-33.388638089076515,VITACURA,0,4940,2
-70.54720913939025,-33.38231611139942,VITACURA,0,9257,2
