X,Y,Comuna,Interseccion,Numero,Fallecidos
-70.51666699988209,-33.34999999980012,LO BARNECHEA,0,13739,2
-70.51098803207196,-33.35547853660514,LO BARNECHEA,0,1261,2
-70.65560474756103,-33.44477655099701,SANTIAGO,1,0,2
-70.64955072738411,-33.4437295009157,SANTIAGO,1,0,2
-70.65748684154448,-33.43190994958447,SANTIAGO,0,1398,2
-70.65152361242474,-33.43260753121256,SANTIAGO,1,0,2
-70.66714618714678,-33.40838797822256,INDEPENDENCIA,1,0,2
-70.6564129341096,-33.417658586474545,INDEPENDENCIA,1,0,2
-70.75723866173479,-33.36500986551284,QUILICURA,0,285,2
-70.74299600945824,-33.37228616507442,QUILICURA,0,23,2
-70.74252174748062,-33.368582931357146,QUILICURA,1,0,2
-70.71778830028978,-33.40404480042714,RENCA,0,6400,2
-70.71696644764341,-33.36742819645405,QUILICURA,1,0,2
-70.68214852643331,-33.40304006614612,RENCA,1,0,2
-70.66572327261088,-33.401404277585286,INDEPENDENCIA,0,628,2
-70.65755595624233,-33.39580039147485,CONCHALI,1,0,2
-70.66062907097478,-33.388385506385994,CONCHALI,1,0,2
-70.68034919885639,-33.37423128264754,CONCHALI,1,0,2
-70.67135370041291,-33.373414000355815,CONCHALI,0,1417,2
-70.729281737662,-33.35774340453446,QUILICURA,1,0,2
-70.71773714685179,-33.325900454142584,QUILICURA,0,9950,2
-70.70949578300394,-33.34659018249091,QUILICURA,0,6000,2
-70.62508854270203,-33.46165136781634,ÑUÑOA,0,1065,2
-70.6352390836168,-33.43719071467969,SANTIAGO,1,0,2
-70.60643881130204,-33.472073905985944,ÑUÑOA,1,0,2
-70.5929003003086,-33.4568818996799,ÑUÑOA,0,3589,2
-70.5719673278299,-33.445919031737894,ÑUÑOA,1,0,2
-70.57918423526422,-33.42347760480755,LAS CONDES,1,0,2
-70.65627160025412,-33.50863970006208,SAN MIGUEL,0,5884,2
-70.63848533043364,-33.507000731498515,SAN JOAQUIN,1,0,2
-70.62506859573904,-33.51171555233081,SAN JOAQUIN,1,0,2
-70.61407064074746,-33.50771001960169,MACUL,1,0,2
-70.63343629994523,-33.4956800997568,SAN JOAQUIN,0,385,2
-70.58826839966684,-33.55024719964849,LA FLORIDA,0,84,2
-70.5863766892328,-33.553375861007126,LA FLORIDA,1,0,2
-70.5658159875178,-33.55028523197786,PUENTE ALTO,0,3380,2
-70.59388776221044,-33.5096566858074,LA FLORIDA,1,0,2
-70.56636239670718,-33.50440363691827,PEÑALOLEN,0,6373,2
-70.74975581487894,-33.444461032850384,PUDAHUEL,1,0,2
-70.72426604684057,-33.46900597584505,ESTACION CENTRAL,1,0,2
-70.76092348992705,-33.427589877171044,PUDAHUEL,0,9080,2
-70.75468141071849,-33.439664614730155,PUDAHUEL,0,1015,2
-70.74064256999856,-33.44033957930811,PUDAHUEL,1,0,2
-70.73912319957594,-33.42982480037422,CERRO NAVIA,0,7417,2
-70.72100718883064,-33.41249568742598,QUINTA NORMAL,0,6719,2
-70.70509283896331,-33.464518074649405,ESTACION CENTRAL,1,0,2
-70.6884014163922,-33.46682020778633,ESTACION CENTRAL,1,0,2
-70.70535414867499,-33.4616570119615,ESTACION CENTRAL,1,0,2
-70.6888996183227,-33.45360371254127,ESTACION CENTRAL,0,3850,2
-70.68867297567726,-33.45363989946175,ESTACION CENTRAL,0,3850,2
-70.6866345633344,-33.45903282440526,ESTACION CENTRAL,1,0,2
-70.66250240915883,-33.47877367176751,PEDRO AGUIRRE CERDA,1,0,2
-70.65535752213191,-33.47319283797907,SANTIAGO,1,0,2
-70.64990183260346,-33.47118681292103,SANTIAGO,1,0,2
-70.67505806907457,-33.44963590547263,SANTIAGO,0,1606,2
-70.6749204305334,-33.44960016911244,SANTIAGO,0,1316,2
-70.70254495078882,-33.44484181389856,QUINTA NORMAL,0,717,2
-70.69260453107421,-33.42677567685598,QUINTA NORMAL,1,0,2
-70.69236385181028,-33.430258825784165,QUINTA NORMAL,0,1744,2
-70.69299629104597,-33.4230396223806,QUINTA NORMAL,1,0,2
-70.66980440594853,-33.43219477297039,SANTIAGO,0,2330,2
-70.77908169628513,-33.44395619159099,PUDAHUEL,1,0,2
-70.77449070838307,-33.53132446188287,MAIPU,1,0,2
-70.77008120093261,-33.536288820033484,MAIPU,1,0,2
-70.7641541955091,-33.37613948830088,QUILICURA,0,491,2
-70.76688514520714,-33.51294842296348,MAIPU,0,690,2
-70.75861016271668,-33.37362443771001,QUILICURA,1,0,2
-70.75154228290467,-33.42431167789269,CERRO NAVIA,0,1478,2
-70.74080353049246,-33.51882963915351,MAIPU,1,0,2
-70.73273364227903,-33.41131280448493,RENCA,1,0,2
-70.7319795050766,-33.48809285670761,MAIPU,0,2305,2
-70.7294585214324,-33.41432975088426,CERRO NAVIA,0,6882,2
-70.72591104673643,-33.37269889925496,QUILICURA,0,1520,2
-70.72330350451217,-33.444236636552255,LO PRADO,1,0,2
-70.72198889883808,-33.43804247917552,LO PRADO,0,1197,2
-70.72052903872044,-33.42131586428781,CERRO NAVIA,1,0,2
-70.71436855451765,-33.33571236746673,QUILICURA,0,9700,2
-70.71573553251613,-33.42979531691972,QUINTA NORMAL,0,5828,2
-70.71261138533009,-33.45774479204569,LO PRADO,1,0,2
-70.71176418759983,-33.46782073798905,ESTACION CENTRAL,0,5743,2
-70.70935121287316,-33.403388816721424,RENCA,1,0,2
-70.7055818658579,-33.45716586019505,ESTACION CENTRAL,1,0,2
-70.70555451447628,-33.457432764831374,ESTACION CENTRAL,1,0,2
-70.70541271875895,-33.459336619564205,ESTACION CENTRAL,1,0,2
-70.69971802826274,-33.47430104994345,ESTACION CENTRAL,0,6265,2
-70.69758583629219,-33.45562605159861,ESTACION CENTRAL,0,4532,2
-70.69224834824233,-33.45406694391952,ESTACION CENTRAL,1,0,2
-70.69061669039489,-33.45380097469858,ESTACION CENTRAL,1,0,2
-70.69078447259129,-33.51468066028769,LO ESPEJO,1,0,2
-70.68708777220041,-33.49129328296016,PEDRO AGUIRRE CERDA,0,4341,2
-70.68441903733734,-33.37655537763039,CONCHALI,0,5631,2
-70.68363361704176,-33.45201390906199,ESTACION CENTRAL,0,3519,2
-70.68348143642764,-33.53148092891751,LO ESPEJO,0,1500,2
-70.68147699947646,-33.48443434428019,PEDRO AGUIRRE CERDA,1,0,2
-70.6797094090806,-33.44260597960876,SANTIAGO,1,0,2
-70.67407268904297,-33.48450613875484,PEDRO AGUIRRE CERDA,0,4000,2
-70.67051324068655,-33.34602258008519,HUECHURABA,1,0,2
-70.67473048939436,-33.57521923075423,EL BOSQUE,0,12589,2
-70.67321353749462,-33.58264747570679,EL BOSQUE,0,13365,2
-70.66957318121216,-33.3978641706741,CONCHALI,1,0,2
-70.66876554610688,-33.38134807908388,CONCHALI,0,1071,2
-70.6151348944289,-33.56055224054898,LA PINTANA,1,0,2
-70.61272899252079,-33.5913120314869,LA PINTANA,1,0,2
-70.609436374809,-33.41886387831011,PROVIDENCIA,1,0,2
-70.61206012354788,-33.62901303863502,PUENTE ALTO,1,0,2
-70.61181103360991,-33.62987301739611,PUENTE ALTO,0,1490,2
-70.60549229498864,-33.490579261461136,MACUL,0,2623,2
-70.60587983384285,-33.53853663292032,LA FLORIDA,1,0,2
-70.60208652330813,-33.45453652592215,ÑUÑOA,0,2785,2
-70.59588425680167,-33.403818164044445,VITACURA,0,3545,2
-70.5955017020677,-33.42532071782804,PROVIDENCIA,1,0,2
-70.59496108794275,-33.51761504785988,LA FLORIDA,1,0,2
-70.59503303778365,-33.530054592327026,LA FLORIDA,0,8188,2
-70.58782036504356,-33.39879697127215,VITACURA,1,0,2
-70.5868337257457,-33.40383285365352,VITACURA,1,0,2
-70.58655556450661,-33.55336825035923,LA FLORIDA,1,0,2
-70.5832288445537,-33.51020439861622,PEÑALOLEN,1,0,2
-70.58416917499997,-33.61504709509879,PUENTE ALTO,1,0,2
-70.58268360476235,-33.574052508639355,PUENTE ALTO,1,0,2
-70.58217566061884,-33.576516125525615,PUENTE ALTO,0,3459,2
-70.58172189275723,-33.579313762035866,PUENTE ALTO,1,0,2
-70.57884163596512,-33.47920337956521,MACUL,0,2480,2
-70.57743956786463,-33.47530615894513,PEÑALOLEN,1,0,2
-70.5767633158005,-33.50209706262642,PEÑALOLEN,0,5490,2
-70.57511841533825,-33.506664421383945,PEÑALOLEN,1,0,2
-70.57253876896982,-33.45892009000492,ÑUÑOA,1,0,2
-70.57509613596773,-33.61383731783375,PUENTE ALTO,1,0,2
-70.56948962836603,-33.377291203919185,VITACURA,1,0,2
-70.57304561923641,-33.57689788225548,PUENTE ALTO,1,0,2
-70.57077962301108,-33.453452588904625,ÑUÑOA,1,0,2
-70.56867462728788,-33.470733226767265,PEÑALOLEN,1,0,2
-70.56477072521172,-33.60437305585752,PUENTE ALTO,1,0,2
-70.56365466418406,-33.60131606969441,PUENTE ALTO,0,963,2
-70.56201544465296,-33.59661462063791,PUENTE ALTO,0,1462,2
-70.55514741881152,-33.47341990488026,PEÑALOLEN,1,0,2
-70.55458031223279,-33.512523554025705,LA FLORIDA,0,3990,2
-70.55133083098598,-33.3982283284487,LAS CONDES,0,8231,2
-70.5536540355067,-33.61119011804216,PUENTE ALTO,0,1818,2
-70.52846823719418,-33.394364680475746,LAS CONDES,0,9988,2
-70.51070153845536,-33.35294454715596,LO BARNECHEA,1,0,2
-70.66582292748745,-33.5425965404864,LA CISTERNA,1,0,2
-70.6632705418715,-33.58517788379311,LA PINTANA,1,0,2
-70.6600549385876,-33.43715614478728,SANTIAGO,1,0,2
-70.6576692445753,-33.38083261739247,CONCHALI,0,4398,2
-70.65832256469984,-33.51530777192196,LA CISTERNA,1,0,2
-70.65807607119355,-33.51469667064232,SAN MIGUEL,1,0,2
-70.65487222299294,-33.503799948419385,SAN MIGUEL,0,5508,2
-70.65346488075974,-33.432835688669115,SANTIAGO,1,0,2
-70.65044805708577,-33.48781969830503,SAN MIGUEL,0,3654,2
-70.64702315861676,-33.423919761784326,RECOLETA,0,698,2
-70.64691103433977,-33.42897160651911,RECOLETA,0,348,2
-70.6452725407018,-33.471898094957346,SANTIAGO,1,0,2
-70.64283292137767,-33.43468447339936,SANTIAGO,1,0,2
-70.64166367740474,-33.38611980186537,RECOLETA,1,0,2
-70.63952825312461,-33.457542872266515,SANTIAGO,1,0,2
-70.63938061577397,-33.472669470069285,SANTIAGO,0,605,2
-70.6369502117417,-33.374512315775206,HUECHURABA,1,0,2
-70.63765282713248,-33.43688191326925,SANTIAGO,1,0,2
-70.63628103568709,-33.41026987051031,RECOLETA,1,0,2
-70.63707142564199,-33.51295499665969,SAN JOAQUIN,0,5860,2
-70.63567608040522,-33.52960189146788,SAN RAMON,0,7811,2
-70.63175444459485,-33.405448708863375,RECOLETA,0,181,2
-70.63424956359205,-33.54083800918156,LA GRANJA,1,0,2
-70.63090151321933,-33.45194910618587,ÑUÑOA,1,0,2
-70.63035065042216,-33.56579986077212,LA PINTANA,1,0,2
-70.62113784885359,-33.38764762520033,HUECHURABA,0,4651,2
-70.6192122288887,-33.430379402221114,PROVIDENCIA,0,198,2
-70.62298465577538,-33.63327062204708,PUENTE ALTO,0,3770,2
-70.62151532895614,-33.58472461421266,LA PINTANA,0,2861,2
-70.61598064614667,-33.4375179775185,PROVIDENCIA,1,0,2
-70.7841838973367,-33.506891820608445,MAIPU,1,0,2
-70.77822335685757,-33.54228265508146,MAIPU,1,0,2
-70.77383533135165,-33.53255217076466,MAIPU,1,0,2
-70.7698596053977,-33.53613507202008,MAIPU,1,0,2
-70.76497125585155,-33.44228258807713,PUDAHUEL,0,9176,2
-70.75996680419183,-33.529395420771245,MAIPU,1,0,2
-70.75746771301698,-33.431315003905816,PUDAHUEL,0,8952,2
-70.75733025787947,-33.505517245008186,MAIPU,1,0,2
-70.75156810218361,-33.488266277309194,MAIPU,1,0,2
-70.74975113955426,-33.444464277748935,PUDAHUEL,1,0,2
-70.74438554967404,-33.49772831660557,MAIPU,1,0,2
-70.74284509801932,-33.42994323305627,PUDAHUEL,1,0,2
-70.74064344576128,-33.440335954310704,PUDAHUEL,1,0,2
-70.74013408447968,-33.51010671288254,MAIPU,1,0,2
-70.73703322426425,-33.471282524626524,PUDAHUEL,1,0,2
-70.7216452614426,-33.42117615885655,CERRO NAVIA,0,6386,2
-70.71141770348838,-33.56719410426733,SAN BERNARDO,1,0,2
-70.70621757122427,-33.45767844207319,ESTACION CENTRAL,0,6062,2
-70.70555651483848,-33.45743503242117,ESTACION CENTRAL,1,0,2
-70.70506032111165,-33.46451207387073,ESTACION CENTRAL,1,0,2
-70.70063228491614,-33.45595157244539,ESTACION CENTRAL,0,4757,2
-70.69887177141732,-33.4070340432722,RENCA,0,3819,2
-70.69833591012537,-33.591181815281004,SAN BERNARDO,1,0,2
-70.69299966833523,-33.42304049541118,QUINTA NORMAL,1,0,2
-70.69168590256719,-33.42738716144692,QUINTA NORMAL,0,1901,2
-70.6906172128838,-33.4537979627191,ESTACION CENTRAL,1,0,2
-70.690576399381,-33.4555750980713,ESTACION CENTRAL,1,0,2
-70.68840523969995,-33.46234126017118,ESTACION CENTRAL,0,1045,2
-70.6869225395795,-33.49575562329415,PEDRO AGUIRRE CERDA,1,0,2
-70.68302925921333,-33.37392752210723,CONCHALI,0,5679,2
-70.68036132051573,-33.43299715829488,SANTIAGO,1,0,2
-70.67614190376291,-33.38973961295713,CONCHALI,0,4154,2
-70.67618356834478,-33.45848504059352,SANTIAGO,1,0,2
-70.67385368340479,-33.39935693210522,CONCHALI,1,0,2
-70.6738187994448,-33.44964309140392,SANTIAGO,1,0,2
-70.67245466629528,-33.379084656607446,CONCHALI,1,0,2
-70.67455498936016,-33.517539869219455,LO ESPEJO,0,7125,2
-70.67305458858928,-33.4871329628202,PEDRO AGUIRRE CERDA,0,4331,2
-70.67290248097216,-33.56867668276678,EL BOSQUE,1,0,2
-70.66871295019816,-33.382408673260365,CONCHALI,0,4784,2
-70.67039118579339,-33.50872226720658,PEDRO AGUIRRE CERDA,1,0,2
-70.66638418809968,-33.37641573697465,CONCHALI,1,0,2
-70.6649958679031,-33.540078770716136,LA CISTERNA,1,0,2
-70.66182277714837,-33.37395177254542,HUECHURABA,0,4790,2
-70.6598258790991,-33.40970000546258,INDEPENDENCIA,1,0,2
-70.65714735539323,-33.46056269265935,SANTIAGO,1,0,2
-70.65661789129317,-33.47005693115532,SANTIAGO,1,0,2
-70.65476796246848,-33.42536019278134,INDEPENDENCIA,0,496,2
-70.65116319513645,-33.48995173946394,SAN MIGUEL,1,0,2
-70.6508616969886,-33.48881044699254,SAN MIGUEL,1,0,2
-70.64289702313368,-33.400943141201765,RECOLETA,1,0,2
-70.64326909213285,-33.4583486162031,SANTIAGO,1,0,2
-70.64054976758317,-33.44021283687526,SANTIAGO,1,0,2
-70.63997155554704,-33.49518665987492,SAN MIGUEL,1,0,2
-70.63699430275669,-33.41126599298881,RECOLETA,1,0,2
-70.63653069011,-33.43756046731025,SANTIAGO,1,0,2
-70.6370972288455,-33.564853904218765,LA PINTANA,0,2176,2
-70.63090538358453,-33.45194661041016,SANTIAGO,1,0,2
-70.63196807545886,-33.55274717049455,LA GRANJA,0,10098,2
-70.63099584312279,-33.55717887341513,LA GRANJA,0,10350,2
-70.62860062793297,-33.542619046867635,LA GRANJA,0,320,2
-70.62794165840491,-33.51780968938483,LA GRANJA,1,0,2
-70.62696609500982,-33.47085558122792,SANTIAGO,0,2071,2
-70.62483215649702,-33.39393030327604,HUECHURABA,1,0,2
-70.6270769775327,-33.546940744049735,LA GRANJA,0,395,2
-70.62297657439898,-33.42884656980426,PROVIDENCIA,0,1135,2
-70.62282322811697,-33.43505317974657,PROVIDENCIA,0,370,2
-70.62468256866751,-33.552509341606964,LA GRANJA,1,0,2
-70.6195047528853,-33.58439319764439,LA PINTANA,1,0,2
-70.61854038830717,-33.627927129856744,PUENTE ALTO,1,0,2
-70.61481683870801,-33.503877018804495,MACUL,1,0,2
-70.61404686492658,-33.538922814803975,LA GRANJA,1,0,2
-70.60971761100352,-33.56736840670696,LA FLORIDA,0,11477,2
-70.6063406683002,-33.52985152292695,LA FLORIDA,0,995,2
-70.60360705750665,-33.518848645444365,LA FLORIDA,1,0,2
-70.59829242812306,-33.46460024444965,ÑUÑOA,1,0,2
-70.59658342098541,-33.48229815631106,MACUL,1,0,2
-70.59666314906683,-33.526495654411804,LA FLORIDA,1,0,2
-70.58784533589315,-33.54715258711499,LA FLORIDA,1,0,2
-70.5847525351532,-33.413513668154565,LAS CONDES,1,0,2
-70.58347058223563,-33.569465583768896,PUENTE ALTO,0,3919,2
-70.58217720379035,-33.57651632223025,PUENTE ALTO,1,0,2
-70.57985727301396,-33.522481646870894,LA FLORIDA,0,1612,2
-70.57971421285882,-33.515205722858525,LA FLORIDA,0,6733,2
-70.57949918913899,-33.58978022096165,PUENTE ALTO,0,2411,2
-70.57687002996067,-33.58919150594847,PUENTE ALTO,0,289,2
-70.57351405080063,-33.43789824335736,LA REINA,1,0,2
-70.57159942525904,-33.44804116295067,LA REINA,1,0,2
-70.57440335394922,-33.61236355868919,PUENTE ALTO,1,0,2
-70.571098018715,-33.51145549349645,LA FLORIDA,1,0,2
-70.56532451733797,-33.4712166252469,PEÑALOLEN,0,6604,2
-70.56675886783817,-33.60149453404933,PUENTE ALTO,1,0,2
-70.56165954910962,-33.39461528621192,LAS CONDES,1,0,2
-70.56334171639435,-33.58532304074764,PUENTE ALTO,1,0,2
-70.56109330673323,-33.505278191946886,PEÑALOLEN,1,0,2
-70.53423030120109,-33.40670862737089,LAS CONDES,0,9541,2
-70.53026246893059,-33.38033334818125,LAS CONDES,0,11049,2
-70.53009561486977,-33.4786819370897,PEÑALOLEN,1,0,2
-70.52090908976953,-33.598179924037744,PUENTE ALTO,1,0,2
-70.51511924944062,-33.36935415684211,LO BARNECHEA,1,0,2
-70.78253500988262,-33.443809581946475,PUDAHUEL,1,0,2
-70.78051019978574,-33.42446700025171,PUDAHUEL,0,18800,2
-70.77522739862542,-33.499839092799725,MAIPU,1,0,2
-70.77477306652368,-33.4892575544924,MAIPU,1,0,2
-70.76895496819708,-33.44294184049341,PUDAHUEL,1,0,2
-70.76764706615904,-33.43716190219988,PUDAHUEL,1,0,2
-70.76667820043843,-33.45394659975563,PUDAHUEL,0,9421,2
-70.76169298224517,-33.44269697038874,PUDAHUEL,0,9037,2
-70.75736000006377,-33.502258900427776,MAIPU,0,2753,2
-70.75422129687519,-33.45978954994764,PUDAHUEL,1,0,2
-70.75356279978325,-33.44371760018692,PUDAHUEL,0,821,2
-70.7509773154506,-33.455829497732964,PUDAHUEL,1,0,2
-70.74756064980397,-33.51615387929793,MAIPU,1,0,2
-70.74393120006465,-33.4447296000908,PUDAHUEL,0,8430,2
-70.74324200011807,-33.408620200261865,RENCA,0,7127,2
-70.74065400038165,-33.43897710011295,LO PRADO,0,1035,2
-70.74034959965417,-33.371987000199745,RENCA,0,1,2
-70.73965631858408,-33.475270529111484,MAIPU,1,0,2
-70.73656218849408,-33.4959163795371,MAIPU,1,0,2
-70.73542752645903,-33.504116260356966,QUILICURA,1,0,2
-70.72876670042274,-33.50591539997557,LO ESPEJO,0,1337,2
-70.7269404939085,-33.32872788488384,QUILICURA,1,0,2
-70.72673210030604,-33.40749540019243,RENCA,0,1242,2
-70.71909249981888,-33.471205099735414,ESTACION CENTRAL,0,100,2
-70.71499061912164,-33.40206521993378,RENCA,1,0,2
-70.71114240030136,-33.45882640031794,ESTACION CENTRAL,0,5836,2
-70.70551164154887,-33.4593143247961,ESTACION CENTRAL,1,0,2
-70.70532840018535,-33.49392170032604,CERRILLOS,0,6087,2
-70.70525752731288,-33.46026143861434,ESTACION CENTRAL,1,0,2
-70.65707810776831,-33.45201435148096,SANTIAGO,0,402,2
-70.65070338035656,-33.522417871387525,LA CISTERNA,1,0,2
-70.64610729971196,-33.44404069961842,SANTIAGO,0,53,2
-70.64423150997607,-33.390107079477964,RECOLETA,1,0,2
-70.64407659995499,-33.46844100015188,SANTIAGO,0,1723,2
-70.64351866325558,-33.400882212144225,RECOLETA,1,0,2
-70.64350780034454,-33.41108440022476,RECOLETA,0,1790,2
-70.64077631917166,-33.48807254301329,SAN MIGUEL,1,0,2
-70.6379282112178,-33.46359939829342,SANTIAGO,1,0,2
-70.63469329495945,-33.54208916158542,SAN RAMON,1,0,2
-70.63406319126312,-33.479084073670904,SAN JOAQUIN,1,0,2
-70.63334180008383,-33.50710289987875,SAN JOAQUIN,0,400,2
-70.63157308363077,-33.57834516529698,LA PINTANA,1,0,2
-70.63139544324497,-33.556086020153536,LA GRANJA,1,0,2
-70.62881567140596,-33.582984985368626,LA PINTANA,1,0,2
-70.62857075543587,-33.44688558620066,PROVIDENCIA,1,0,2
-70.6266009002112,-33.61110100041064,LA PINTANA,0,729,2
-70.6265951202684,-33.61139412274044,LA PINTANA,1,0,2
-70.62517375436511,-33.43242051449501,PROVIDENCIA,1,0,2
-70.62455819810219,-33.39330928469558,HUECHURABA,1,0,2
-70.62061962349668,-33.453470850299375,ÑUÑOA,1,0,2
-70.61734160003465,-33.52391570034912,LA GRANJA,0,7927,2
-70.56765510020256,-33.386295999960275,VITACURA,0,1749,2
-70.56671269973117,-33.58065080039399,PUENTE ALTO,0,3153,2
-70.55855170020067,-33.55911509958201,PUENTE ALTO,0,4533,2
-70.54862132231601,-33.47471535243141,PEÑALOLEN,1,0,2
-70.54087640042536,-33.38956870033507,LAS CONDES,0,9402,2
-70.53452010012239,-33.42384629986669,LAS CONDES,0,9139,2
-70.49318034399755,-33.36379760277698,LO BARNECHEA,1,0,2
-70.70128621378757,-33.42894220032212,QUINTA NORMAL,0,3909,2
-70.6117309995858,-33.624716899864914,PUENTE ALTO,0,3085,2
-70.60795447381975,-33.58923869910654,PUENTE ALTO,1,0,2
-70.60431505419625,-33.50887376121495,LA FLORIDA,1,0,2
-70.60303200042631,-33.50901709965928,LA FLORIDA,0,839,2
-70.60115165742292,-33.58191220298562,PUENTE ALTO,1,0,2
-70.60089002035801,-33.52816716258434,LA FLORIDA,1,0,2
-70.59978151330603,-33.493179783919736,MACUL,1,0,2
-70.59755899984782,-33.407443399593035,VITACURA,0,5420,2
-70.59562199955548,-33.390737399910904,VITACURA,0,2959,2
-70.59511182045401,-33.50090067052935,MACUL,1,0,2
-70.59277307681589,-33.535581762588095,LA FLORIDA,1,0,2
-70.59131680013007,-33.616487399873456,PUENTE ALTO,0,1326,2
-70.59034792181899,-33.507215856526386,MACUL,1,0,2
-70.58709210981289,-33.414854957190364,LAS CONDES,1,0,2
-70.58708060028931,-33.55004110021646,LA FLORIDA,0,10176,2
-70.58543157101002,-33.56075330731914,LA FLORIDA,1,0,2
-70.5837004363259,-33.5681848361611,PUENTE ALTO,0,4115,2
-70.58112710003547,-33.42030570044757,LAS CONDES,0,800,2
-70.58063309973761,-33.58342179957624,PUENTE ALTO,0,2983,2
-70.57630743354105,-33.470245799204136,PEÑALOLEN,1,0,2
-70.57319379985381,-33.60891056487054,PUENTE ALTO,1,0,2
-70.6969266998072,-33.40775519994235,RENCA,0,3753,2
-70.69125839975521,-33.57546840044615,EL BOSQUE,0,13178,2
-70.69064785001814,-33.509370875865045,LO ESPEJO,1,0,2
-70.69009409966282,-33.3656850998873,COLINA,0,15,2
-70.68961529970619,-33.454186199833096,ESTACION CENTRAL,0,3920,2
-70.68797210612763,-33.4849555377677,PEDRO AGUIRRE CERDA,1,0,2
-70.68794509319133,-33.459045155909045,ESTACION CENTRAL,1,0,2
-70.68628976506045,-33.38258950440197,CONCHALI,1,0,2
-70.68439260023814,-33.53890379977036,SAN MIGUEL,0,5171,2
-70.68351070165738,-33.521173585592365,LO ESPEJO,1,0,2
-70.68027576021801,-33.435836895955845,QUINTA NORMAL,1,0,2
-70.67919370042875,-33.20855180002542,COLINA,0,493,2
-70.67890163300382,-33.386829082995625,CONCHALI,1,0,2
-70.67744669990515,-33.51088709955986,LO ESPEJO,0,2208,2
-70.67427119555907,-33.50939764688371,LO ESPEJO,1,0,2
-70.67359631551739,-33.45849655507181,SANTIAGO,1,0,2
-70.67339489975467,-33.5831465000108,EL BOSQUE,0,1058,2
-70.67049150867604,-33.56023588148059,EL BOSQUE,1,0,2
-70.66952343615748,-33.39793088000596,CONCHALI,1,0,2
-70.6663501000769,-33.54513020019839,EL BOSQUE,0,13850,2
-70.66472275704945,-33.191952792687054,COLINA,1,0,2
-70.66053473658866,-33.47677002271822,PEDRO AGUIRRE CERDA,1,0,2
-70.5296338,-33.48130769999999,PEÑALOLEN,0,2181,2
-70.6498863,-33.4277633,RECOLETA,0,731,2
-70.6461519,-33.42575380000002,RECOLETA,0,558,2
-70.6447127,-33.4223312,RECOLETA,0,877,2
-70.6434077,-33.5988002,LA PINTANA,0,2345,2
-70.6427663,-33.393182400000015,RECOLETA,0,3572,2
-70.6422719,-33.5179372,SAN RAMON,0,1395,2
-70.641504,-33.441095,SANTIAGO,0,408,2
-70.5856596,-33.4129212,LAS CONDES,0,100,2
-70.5828572422909,-33.51732076302328,LA FLORIDA,1,0,2
-70.5795408,-33.5103459,PEÑALOLEN,0,5238,2
-70.5636387,-33.4718662,PEÑALOLEN,0,6763,2
-70.5544313,-33.3919586,VITACURA,0,7790,2
-70.7094951,-33.4362827,QUINTA NORMAL,0,5328,2
-70.7075174,-33.5381344,PEDRO AGUIRRE CERDA,0,4400,2
-70.7048088,-33.4664104,ESTACION CENTRAL,1,0,2
-70.7000407,-33.3934825,RENCA,0,3974,2
-70.6974322,-33.5655081,SAN BERNARDO,0,12497,2
-70.6936109,-33.33613780000001,QUILICURA,0,9462,2
-70.6894041,-33.4590541,ESTACION CENTRAL,0,4012,2
-70.687326,-33.40262360000001,RENCA,0,3286,2
-70.685358,-33.4867012,PEDRO AGUIRRE CERDA,0,4201,2
-70.68362834568293,-33.54898384228011,EL BOSQUE,0,408,2
-70.68347524302035,-33.50000804670203,PEDRO AGUIRRE CERDA,1,0,2
-70.6799089,-33.45338130000001,ESTACION CENTRAL,0,184,2
-70.67970940596821,-33.442605975592734,SANTIAGO,1,0,2
-70.677751,-33.4514455,ESTACION CENTRAL,0,10,2
-70.67610021859639,-33.43531299933172,SANTIAGO,1,0,2
-70.6738572,-33.4632832,SANTIAGO,0,1145,2
-70.6665262,-33.3729667,RENCA,0,18700,2
-70.63250902913448,-33.5514585536312,SAN RAMON,1,0,2
-70.63147915470437,-33.364491880796336,HUECHURABA,1,0,2
-70.6300342,-33.5849313,LA PINTANA,0,12975,2
-70.62881567158094,-33.58298498551017,LA PINTANA,1,0,2
-70.6283183,-33.583878900000016,LA PINTANA,0,12850,2
-70.62609827531324,-33.53757831462883,LA GRANJA,1,0,2
-70.6230422,-33.4288983,PROVIDENCIA,0,1135,2
-70.6207832,-33.39334919999999,HUECHURABA,0,4002,2
-70.61532,-33.4256796,PROVIDENCIA,0,1760,2
-70.6127378,-33.55402009999999,LA GRANJA,0,10531,2
-70.6050272,-33.4533483,ÑUÑOA,0,3349,2
-70.60444873611996,-33.49044957407294,MACUL,1,0,2
-70.6034301,-33.4905434,MACUL,0,2797,2
-70.5973269,-33.4653992,ÑUÑOA,0,1166,2
-70.8744592,-33.286338,LAMPA,0,1186,2
-70.8224415,-33.5760013,PADRE HURTADO,0,3237,2
-70.7807884,-33.44422320000001,PUDAHUEL,0,10000,2
-70.77567457955213,-33.50680129181146,MAIPU,1,0,2
-70.755581,-33.51668449999998,MAIPU,1,0,2
-70.7535051,-33.4916508,MAIPU,1,0,2
-70.7487415,-33.3566981,QUILICURA,0,775,2
-70.7461489,-33.23965110000001,COLINA,1,0,2
-70.74248529506245,-33.40904155244253,RENCA,1,0,2
-70.73968751266455,-33.43994367604749,LO PRADO,1,0,2
