X,Y,Anio,Comuna,Calle1,Calle2,Numero,Interseccion,Fallecidos,Graves,MenosGraves,Leves
-70.6491856514182,-33.511709389245254,2017,SAN MIGUEL,SANTA FE,LOCUMBA,0,1,0.0,0.0,0.0,2.0
-70.64912594170619,-33.459582081216006,2017,SANTIAGO,MANUEL ANTONIO MATTA,SAN DIEGO,0,1,,,,
-70.6490977,-33.4452129,2017,PUDAHUEL,RUTA 68,SERRANO,0,1,0.0,1.0,0.0,0.0
-70.64901426475514,-33.420739779630445,2017,RECOLETA,MONSERRAT,,934,0,0.0,1.0,0.0,0.0
-70.64894628474771,-33.4880279301343,2017,SAN MIGUEL,MARIA AUXILIADORA,DON BOSCO,0,1,,,,
-70.6488879989578,-33.46372462110663,2017,SANTIAGO,SAN DIEGO,VICTORIA,0,1,0.0,0.0,,
-70.64876046600699,-33.46613418465683,2017,SANTIAGO,SAN DIEGO,PEDRO LAGOS,0,1,0.0,0.0,0.0,
-70.64866722019383,-33.4809162824611,2017,SAN MIGUEL,MAGDALENA VICUNA,GRA,0,1,,,,
-70.6485873,-33.4300783,2017,RECOLETA,CALETONES,NUEVA RENGIFO,0,1,0.0,0.0,1.0,0.0
-70.6484795,-33.407347,2017,RECOLETA,RECOLETA,MEXICO,0,1,0.0,0.0,1.0,0.0
-70.6484739,-33.4730878,2017,SANTIAGO,SAN DIEGO,,2085,0,0.0,0.0,0.0,0.0
-70.6484213,-33.18068239999999,2017,COLINA,GENERAL SAN MARTIN,,119,0,0.0,0.0,0.0,1.0
-70.64841094935504,-33.53659054731369,2017,SAN RAMON,ECUADOR,ELIAS FERNANDEZ ALBANO,0,1,,,,
-70.64838701786657,-33.453896719863,2017,SANTIAGO,10 DE JULIO HUAMACHUCO,,95,0,0.0,0.0,0.0,1.0
-70.64829192962961,-33.474455217436265,2017,SANTIAGO,BIO BIO,SAN DIEGO,0,1,0.0,0.0,0.0,
-70.648248,-33.47296650000002,2017,SANTIAGO,SAN DIEGO,,2068,0,0.0,1.0,0.0,1.0
-70.64823483786766,-33.43196964499182,2017,RECOLETA,ARTESANOS,RECOLETA,0,1,0.0,0.0,,
-70.6482312,-33.18056160000001,2017,COLINA,GENERAL SAN MARTIN,,105,0,0.0,0.0,0.0,1.0
-70.6481316,-33.483967,2017,SAN MIGUEL,GRAN AVENIDA JOSE MIGUEL CARRERA,,3204,0,,,,
-70.64808031084428,-33.455213124744645,2017,SANTIAGO,COPIAPO,ARTURO PRAT,0,1,0.0,1.0,0.0,0.0
-70.64801702606258,-33.43994279007106,2017,SANTIAGO,SAN ANTONIO,,249,0,0.0,0.0,0.0,2.0
-70.6479696,-33.4487455,2017,SANTIAGO,ELEUTERIO RAMIREZ,,864,0,0.0,1.0,0.0,1.0
-70.6479342,-33.4282804,2017,RECOLETA,NUEVA RENGIFO,,743,0,0.0,0.0,1.0,0.0
-70.64791207690499,-33.432758716288745,2017,RECOLETA,RECOLETA,SANTA MARIA,0,1,,,,
-70.6477123,-33.42593620000002,2017,RECOLETA,JUAREZ LARGA,,700,0,0.0,0.0,0.0,1.0
-70.64758969389676,-33.44309236478092,2017,SANTIAGO,LIBERTADOR BERNARDO OHIGGINS,,0,1,,,,
-70.6475017,-33.42444709999998,2017,RECOLETA,OLIVOS,,717,0,0.0,0.0,0.0,1.0
-70.64726864673291,-33.45917390911435,2017,SANTIAGO,MANUEL ANTONIO MATTA,ARTURO PRAT,0,1,,,,
-70.6472476,-33.435313500000014,2017,SANTIAGO,MAC IVER,MONEDA,0,1,0.0,0.0,0.0,2.0
-70.6472389,-33.4299529,2017,RECOLETA,RECOLETA,,273,0,0.0,0.0,0.0,1.0
-70.64715589572745,-33.554677873349675,2017,SAN RAMON,LA BANDERA,PASAJE 2,0,1,0.0,0.0,0.0,1.0
-70.64714994608082,-33.526144583423765,2017,LA CISTERNA,SAN FRANCISCO,ELIAS FERNANDEZ ALBANO,0,1,,,,
-70.64714811220325,-33.53218676503474,2017,SAN RAMON,URUGUAY,ELIAS FERNANDEZ ALBANO,0,1,,,,
-70.64710564122214,-33.44311936957134,2017,SANTIAGO,LIBERTADOR BERNARDO OHIGGINS,,0,1,,,,
-70.64708310525201,-33.44548667442466,2017,SANTIAGO,PADRE ALONSO DE OVALLE,SAN FRANCISC,0,1,,,,
-70.64706965227785,-33.446713336018334,2017,SANTIAGO,SAN FRANCISCO,TARAPACA,0,1,,,,
-70.64706347686129,-33.44162782459165,2017,SANTIAGO,MONEDA,TENDERINI,0,1,0.0,0.0,0.0,0.0
-70.647017859189,-33.48679399204232,2017,SAN MIGUEL,ALCALDE PEDRO ALARCON,CHILOE,0,1,,,,
-70.6469683,-33.5063734,2017,SAN MIGUEL,ARQUITECTO LUIS VERGARA LARRAIN,PASAJE 8,0,1,,,,
-70.6469317,-33.5353294,2017,SAN RAMON,BRASIL,,1460,0,0.0,1.0,0.0,0.0
-70.646868,-33.468459,2017,PUDAHUEL,CAMINO BERNARDO OHIGGINS,SARGENTO ALDEA,0,1,,,,
-70.6468666,-33.3893904,2017,RECOLETA,HUASCO,,24,0,0.0,0.0,0.0,1.0
-70.6468633,-33.4496944,2017,SANTIAGO,SAN FRANCISCO,,384,0,0.0,0.0,0.0,0.0
-70.6468539567487,-33.45088860909167,2017,SANTIAGO,SANTA ISABEL,SAN FRANCISCO,0,1,,,,
-70.6466371,-33.393962,2017,RECOLETA,URMENETA,RECOLETA,0,1,0.0,0.0,0.0,1.0
-70.64662063822237,-33.461038962774296,2017,SANTIAGO,MARINA DE GAETE,,950,0,0.0,0.0,0.0,1.0
-70.646608,-33.436943,2017,SANTIAGO,MAC IVER,MONJITAS,0,1,0.0,1.0,0.0,0.0
-70.6465567,-33.4426171,2017,SANTIAGO,LIBERTADOR BERNARDO OHIGGINS,,723,0,,,,
-70.64653138311552,-33.40635261495512,2017,RECOLETA,SAN GERARDO,LA COLONIA,0,1,0.0,0.0,,
-70.64641494631036,-33.55105342572451,2017,SAN RAMON,ESPERANZA,LA BANDERA,0,1,0.0,0.0,0.0,1.0
-70.64637986195116,-33.56043272770872,2017,LA PINTANA,ALMIRANTE LATORRE,GENERAL FRANCISCO F,0,1,,,,
-70.6462627,-33.4897263,2017,SANTIAGO,SAN FRANCISCO,CENTENARIO,0,1,0.0,1.0,0.0,
-70.6462317966746,-33.42679408760034,2017,RECOLETA,BUENOS AIRES,RECOLETA,0,1,,,,
-70.6461519,-33.42575380000002,2017,RECOLETA,RECOLETA,,558,0,1.0,0.0,0.0,0.0
-70.646107,-33.425482,2017,RECOLETA,RECOLETA,,594,0,0.0,0.0,0.0,1.0
-70.64605741651417,-33.42615610424809,2017,RECOLETA,RECOLETA,JUAREZ LARGA,0,1,0.0,0.0,0.0,2.0
-70.645938916412,-33.386781024528545,2017,RECOLETA,ARCO IRIS,ALFREDO ROSENDE,0,1,,,,
-70.64573746023152,-33.42515932113203,2017,RECOLETA,RECOLETA,OLIVOS,0,1,0.0,0.0,0.0,1.0
-70.6457027,-33.397064,2017,RECOLETA,LAS VIOLETAS,PEDRO DONOSO VERGARA,0,1,0.0,,,
-70.64566074931528,-33.45735579994062,2017,SANTIAGO,SAN FRANCISCO,PORVENIR,0,1,0.0,0.0,,
-70.64563448952732,-33.42983793030082,2017,RECOLETA,MANZANO,SANTA FILOMENA,0,1,,,,
-70.64561119432078,-33.43794891547486,2017,SANTIAGO,MERCED,MIRAFLORES,0,1,0.0,0.0,0.0,
-70.6455583,-33.583241800000025,2017,LA PINTANA,PASAJE 32,,1072,0,0.0,0.0,0.0,0.0
-70.64544072933803,-33.43408629563755,2017,SANTIAGO,CARDENAL JOSE MARIA CARO,PATRONATO,0,1,,,,
-70.64535572911105,-33.545856410488064,2017,SAN RAMON,VICUNA MACKENNA,LA BANDERA,0,1,,,,
-70.6453293,-33.4021441,2017,RECOLETA,OBPO CRISTOBAL DE MOLINA,,2750,0,0.0,0.0,0.0,1.0
-70.64528780279095,-33.44631073201178,2017,SANTIAGO,SANTA ROSA,TARAPACA,0,1,0.0,,,
